id,filename,n_blocks,samples,seed,mode,fitness,params_mb,params,flops,total_conv_fc_flops,acts,op_codes,width_codes
470feabb,random_run_nblk20_samples2000_seed1.json,20,2000,1,random,2354421.0,2.603194,2603194,233441664,225810816,3297374,"[7, 0, 6, 5, 15, 7, 3, 7, 15, 15, 15, 0, 2, 4, 0, 2, 14, 2, 13, 5]","[2, 2, 1, 2, 2, 2, 2]"
b490c01e,random_run_nblk20_samples2000_seed2.json,20,2000,2,random,2358624.0,2.384178,2384178,246924736,240225728,3167070,"[1, 14, 7, 11, 6, 0, 10, 13, 6, 14, 6, 6, 6, 6, 3, 15, 11, 9, 11, 14]","[1, 0, 1, 2, 2, 2, 0]"
9530b8e9,random_run_nblk20_samples2400_seed0.json,20,2400,0,random,2299044.0,2.913314,2913314,236298416,228539568,3379674,"[8, 0, 15, 7, 7, 7, 7, 14, 6, 4, 0, 9, 7, 0, 15, 14, 13, 6, 13, 5]","[2, 1, 2, 2, 1, 2, 1]"
47a7fabf,random_run_nblk20_samples2400_seed1.json,20,2400,1,random,2354421.0,2.603194,2603194,233441664,225810816,3297374,"[7, 0, 6, 5, 15, 7, 3, 7, 15, 15, 15, 0, 2, 4, 0, 2, 14, 2, 13, 5]","[2, 2, 1, 2, 2, 2, 2]"
4562c7ae,random_run_nblk20_samples2400_seed2.json,20,2400,2,random,2358624.0,2.384178,2384178,246924736,240225728,3167070,"[1, 14, 7, 11, 6, 0, 10, 13, 6, 14, 6, 6, 6, 6, 3, 15, 11, 9, 11, 14]","[1, 0, 1, 2, 2, 2, 0]"
77276b33,random_run_nblk20_samples2560_seed0.json,20,2560,0,random,2299044.0,2.913314,2913314,236298416,228539568,3379674,"[8, 0, 15, 7, 7, 7, 7, 14, 6, 4, 0, 9, 7, 0, 15, 14, 13, 6, 13, 5]","[2, 1, 2, 2, 1, 2, 1]"
a4315ba3,random_run_nblk20_samples2560_seed1.json,20,2560,1,random,2354421.0,2.603194,2603194,233441664,225810816,3297374,"[7, 0, 6, 5, 15, 7, 3, 7, 15, 15, 15, 0, 2, 4, 0, 2, 14, 2, 13, 5]","[2, 2, 1, 2, 2, 2, 2]"
453f403d,random_run_nblk20_samples2560_seed2.json,20,2560,2,random,2358624.0,2.384178,2384178,246924736,240225728,3167070,"[1, 14, 7, 11, 6, 0, 10, 13, 6, 14, 6, 6, 6, 6, 3, 15, 11, 9, 11, 14]","[1, 0, 1, 2, 2, 2, 0]"
7432b5ab,random_run_nblk20_samples3000_seed0.json,20,3000,0,random,2299044.0,2.913314,2913314,236298416,228539568,3379674,"[8, 0, 15, 7, 7, 7, 7, 14, 6, 4, 0, 9, 7, 0, 15, 14, 13, 6, 13, 5]","[2, 1, 2, 2, 1, 2, 1]"
51d8de80,random_run_nblk20_samples3000_seed1.json,20,3000,1,random,2354421.0,2.603194,2603194,233441664,225810816,3297374,"[7, 0, 6, 5, 15, 7, 3, 7, 15, 15, 15, 0, 2, 4, 0, 2, 14, 2, 13, 5]","[2, 2, 1, 2, 2, 2, 2]"
773ce7c0,random_run_nblk20_samples3000_seed2.json,20,3000,2,random,2358624.0,2.384178,2384178,246924736,240225728,3167070,"[1, 14, 7, 11, 6, 0, 10, 13, 6, 14, 6, 6, 6, 6, 3, 15, 11, 9, 11, 14]","[1, 0, 1, 2, 2, 2, 0]"
a39f050b,random_run_nblk20_samples3200_seed0.json,20,3200,0,random,2299044.0,2.913314,2913314,236298416,228539568,3379674,"[8, 0, 15, 7, 7, 7, 7, 14, 6, 4, 0, 9, 7, 0, 15, 14, 13, 6, 13, 5]","[2, 1, 2, 2, 1, 2, 1]"
67e5ca57,random_run_nblk20_samples3200_seed1.json,20,3200,1,random,2354421.0,2.603194,2603194,233441664,225810816,3297374,"[7, 0, 6, 5, 15, 7, 3, 7, 15, 15, 15, 0, 2, 4, 0, 2, 14, 2, 13, 5]","[2, 2, 1, 2, 2, 2, 2]"
238fb30c,random_run_nblk20_samples3200_seed2.json,20,3200,2,random,2358624.0,2.384178,2384178,246924736,240225728,3167070,"[1, 14, 7, 11, 6, 0, 10, 13, 6, 14, 6, 6, 6, 6, 3, 15, 11, 9, 11, 14]","[1, 0, 1, 2, 2, 2, 0]"
afd9b435,random_run_nblk20_samples3840_seed0.json,20,3840,0,random,2312472.0,1.618802,1618802,246130976,238797600,3383208,"[2, 15, 16, 2, 15, 14, 1, 15, 12, 6, 5, 4, 6, 14, 6, 4, 6, 11, 3, 9]","[2, 0, 2, 2, 2, 1, 1]"
dc02851f,random_run_nblk20_samples3840_seed1.json,20,3840,1,random,2354421.0,2.603194,2603194,233441664,225810816,3297374,"[7, 0, 6, 5, 15, 7, 3, 7, 15, 15, 15, 0, 2, 4, 0, 2, 14, 2, 13, 5]","[2, 2, 1, 2, 2, 2, 2]"
3f9e28f7,random_run_nblk20_samples3840_seed2.json,20,3840,2,random,2358624.0,2.384178,2384178,246924736,240225728,3167070,"[1, 14, 7, 11, 6, 0, 10, 13, 6, 14, 6, 6, 6, 6, 3, 15, 11, 9, 11, 14]","[1, 0, 1, 2, 2, 2, 0]"
02d1f0a7,random_run_nblk20_samples4800_seed0.json,20,4800,0,random,2417140.0,3.335738,3335738,268193408,260116096,3612478,"[15, 16, 6, 3, 5, 12, 5, 4, 6, 13, 13, 15, 4, 6, 13, 7, 3, 15, 16, 13]","[2, 2, 2, 2, 2, 2, 0]"
5c59abbf,random_run_nblk20_samples4800_seed1.json,20,4800,1,random,2354421.0,2.603194,2603194,233441664,225810816,3297374,"[7, 0, 6, 5, 15, 7, 3, 7, 15, 15, 15, 0, 2, 4, 0, 2, 14, 2, 13, 5]","[2, 2, 1, 2, 2, 2, 2]"
ff83205b,random_run_nblk20_samples4800_seed2.json,20,4800,2,random,2358624.0,2.384178,2384178,246924736,240225728,3167070,"[1, 14, 7, 11, 6, 0, 10, 13, 6, 14, 6, 6, 6, 6, 3, 15, 11, 9, 11, 14]","[1, 0, 1, 2, 2, 2, 0]"
229d90ca,random_run_nblk20_samples6400_seed0.json,20,6400,0,random,2490198.0,3.008634,3008634,251920800,244337056,3477468,"[4, 8, 15, 14, 14, 14, 9, 6, 14, 5, 6, 6, 15, 5, 16, 15, 15, 16, 10, 14]","[0, 2, 1, 1, 2, 2, 0]"
abfa827f,random_run_nblk20_samples6400_seed1.json,20,6400,1,random,2354421.0,2.603194,2603194,233441664,225810816,3297374,"[7, 0, 6, 5, 15, 7, 3, 7, 15, 15, 15, 0, 2, 4, 0, 2, 14, 2, 13, 5]","[2, 2, 1, 2, 2, 2, 2]"
3cb71c33,random_run_nblk20_samples6400_seed2.json,20,6400,2,random,2358624.0,2.384178,2384178,246924736,240225728,3167070,"[1, 14, 7, 11, 6, 0, 10, 13, 6, 14, 6, 6, 6, 6, 3, 15, 11, 9, 11, 14]","[1, 0, 1, 2, 2, 2, 0]"
a3ba2cea,random_run_nblk20_samples9600_seed0.json,20,9600,0,random,2490198.0,3.008634,3008634,251920800,244337056,3477468,"[4, 8, 15, 14, 14, 14, 9, 6, 14, 5, 6, 6, 15, 5, 16, 15, 15, 16, 10, 14]","[0, 2, 1, 1, 2, 2, 0]"
6faeaeeb,random_run_nblk20_samples9600_seed1.json,20,9600,1,random,2354421.0,2.603194,2603194,233441664,225810816,3297374,"[7, 0, 6, 5, 15, 7, 3, 7, 15, 15, 15, 0, 2, 4, 0, 2, 14, 2, 13, 5]","[2, 2, 1, 2, 2, 2, 2]"
28fe36a3,random_run_nblk20_samples9600_seed2.json,20,9600,2,random,2358624.0,2.384178,2384178,246924736,240225728,3167070,"[1, 14, 7, 11, 6, 0, 10, 13, 6, 14, 6, 6, 6, 6, 3, 15, 11, 9, 11, 14]","[1, 0, 1, 2, 2, 2, 0]"
a054ff4d,random_run_nblk20_samples14400_seed0.json,20,14400,0,random,2490198.0,3.008634,3008634,251920800,244337056,3477468,"[4, 8, 15, 14, 14, 14, 9, 6, 14, 5, 6, 6, 15, 5, 16, 15, 15, 16, 10, 14]","[0, 2, 1, 1, 2, 2, 0]"
08c70de6,random_run_nblk20_samples14400_seed1.json,20,14400,1,random,2354421.0,2.603194,2603194,233441664,225810816,3297374,"[7, 0, 6, 5, 15, 7, 3, 7, 15, 15, 15, 0, 2, 4, 0, 2, 14, 2, 13, 5]","[2, 2, 1, 2, 2, 2, 2]"
3ed7d4ae,random_run_nblk20_samples14400_seed2.json,20,14400,2,random,2358624.0,2.384178,2384178,246924736,240225728,3167070,"[1, 14, 7, 11, 6, 0, 10, 13, 6, 14, 6, 6, 6, 6, 3, 15, 11, 9, 11, 14]","[1, 0, 1, 2, 2, 2, 0]"
